case_count,case_count_quote,patient_age,patient_age_quote,patient_sex,patient_sex_quote,presenting_symptoms,presenting_symptoms_quote,diagnostic_method,diagnostic_method_quote,imaging_findings,imaging_findings_quote,histopathology,histopathology_quote,immunohistochemistry,immunohistochemistry_quote,treatment,treatment_quote,outcome,outcome_quote,comorbidities,comorbidities_quote,filename,extraction_confidence,extraction_notes
25,"These 15 articles described 25 patients with diffuse bilateral nodules on computed tomography (CT) imaging, and biopsy confirmed pulmonary meningothelial-like nodules consistent with the diagnosis of DPM.","37, 53, 64","Age/sex (M/F), 1 = 37/F. Age/sex (M/F), 2 = 53/F 64/F.",Female,"Age/sex (M/F), 1 = 37/F. Age/sex (M/F), 2 = 53/F 64/F.","Respiratory symptoms, Pneumonia symptoms, Dyspnea from PE, Asymptomatic, Cough and dyspnea, Dyspnea and fatigue, Spontaneous pneumothorax and dyspnea","of reports of DPM in the literature Published cases of DPM, 1 = Respiratory symptoms. of reports of DPM in the literature Published cases of DPM, 2 = Pneumonia symptoms. of reports of DPM in the literature Published cases of DPM, 3 = NR Dyspnea from PE Asymptomatic. [...] of reports of DPM in the literature Published cases of DPM, 8 = Cough and dyspnea. of reports of DPM in the literature Published cases of DPM, 9 = Dyspnea and fatigue. of reports of DPM in the literature Published cases of DPM, 10 = Spontaneous pneumothorax and dyspnea.",Surgical biopsy and transbronchial biopsy,specimens of lung parenchyma obtained by either surgical biopsy or transbronchial biopsy,Diffuse bilateral nodules on CT imaging with lower lobe predominance,25 patients with diffuse bilateral nodules on computed tomography (CT) imaging,"Aggregates of large cells with abundant pale pink cytoplasm in perivenular distribution. Cells are uniform, oval or spindle, with slightly indented round to oval inconspicuous nuclei, separated by thin collagen fibers. Electronic microscopy shows cells with intercellular desmosomes and features reminiscent of meningioma cells. Absence of mitosis, neurosecretory granules, or zymogen granules.","By light microscopy, specimens of lung parenchyma obtained by either surgical biopsy or transbronchial biopsy reveal aggregates of large cells with abundant pale pink cytoplasm usually in a perivenular distribution. The cells are uniform, oval or spindle, have slightly indented round to oval inconspicuous nuclei, and are separated by thin collagen fibers. Electronic microscopy shows cells with intercellular desmosomes and features reminiscent of meningioma cells. There is absence mitosis, neurosecretory granules, or zymogen granules.","Positive for progesterone receptor, epithelial membrane antigen, and vimentin. Negative for pankeratin, synaptophysin, chromogranin, S100, TTF-1, GATA3, estrogen receptor, AE1/AE3, muscle specific actin, CD34, HMB45, and CD68.","Immunohistochemical evaluation shows them to be positive for progesterone receptor, epithelial membrane antigen, and vimentin. They are typically negative for pankeratin, synaptophysin, chromogranin, S100, TTF-1, GATA3, estrogen receptor, AE1/AE3, muscle specific actin, CD34, HMB45, and CD68.",,,Not reported,,"Thymoma, Ulcerative colitis, Breast cancer, Carcinoid, Colon carcinoma, Uterine leiomyosarcoma, Coronary heart disease","Biopsy type Reason for, 2 = Thymoma Ulcerative colitis with hemicolectomy complicated by pulmonary emboli (PE). Biopsy type Reason for, 3 = VATS Breast cancer. Biopsy type Reason for, 4 = Carcinoid. [...] Biopsy type Reason for, 9 = Colon carcinoma and mild restrictive ventilator defect. Biopsy type Reason for, 10 = Uterine leiomyosarcoma and restrictive ventilator defect. Biopsy type Reason for, 11 = Coronary heart disease and mild restrictive ventilator.",Gleason et al. - 2017 - Diffuse pulmonary meningotheliomatosis A literature review of a rare diffuse parenchymal lung disea.pdf,,
19,A  total  of  19  MPMN  cases  were  obtained  retrospectively  from  the  files  of  the  Department  of Pathology,62.5 (range 32-73),The median age of patients with MPMNs was 62.5 years (range 32-73 years),"Male, Female (ratio 1:8.5)",There was a female predominance with a maleto-female ratio of 1:8.5,Not reported,,Pulmonary lobectomy or segmental resection with histopathological examination,These  cases were among 8019 cases of pulmonary lobectomy or segmental resection,"Nodules found in right upper lung (5 cases), right lower lung (5 cases), left upper lung (7 cases), left lower lung (1 case), and right upper and lower lung simultaneously (1 case)","The sites of occurrence were located in each lobe including five cases of right upper lung, five cases of right lower lung, seven cases of left upper lung, one case of left lower lung and one case of right upper and right lower lung, simultaneously","Minute Pulmonary Meningothelial-like Nodules with diffuse and strong cytoplasmic expression of SSTR2a, 74.4% showing EMA expression, 28.2% showing PR expression, negative for S100, cytokeratin and neuroendocrine markers","All 39 lesions (nodules) in the19 current  MPMN  cases showed diffuse  and  strong  cytoplasmic  expression  of  SSTR2a. EMA expression was seen in 74.4% (29/39) of the lesions. Variable expression of PR was found in 28.2% (11/39) of the cases. All lesions were negative for  S100, cytokeratin  and  neuroendocrine  markers","Positive for SSTR2a (100%), EMA (74.4%), PR (28.2%); Negative for S100, cytokeratin, synaptophysin, and CgA","All 39 lesions (nodules) in the19 current  MPMN  cases showed diffuse  and  strong  cytoplasmic  expression  of  SSTR2a. EMA expression was seen in 74.4% (29/39) of the lesions. Variable expression of PR was found in 28.2% (11/39) of the cases. All lesions were negative for  S100, cytokeratin  and  neuroendocrine  markers (synaptophysin and CgA)",Not reported,,Not reported,,"Adenocarcinomas (12 cases), bronchiectasis (1 case), tuberculosis (2 cases)","Most  (15/19,  78.9%)  MPMN cases had coexisting diseases including adenocarcinomas (12 cases), bronchiectasis (1 case) and tuberculosis (2 cases)",Tao et al. - 2019 - Constant expression of somatostatin receptor 2a in minute pulmonary meningothelial-like nodules.pdf,,
7,We collected the clinical data of 7 cases of MPMNs,"31-56, 66-70","6 patients were female (31-56 years old, mean 49.5 years old) and 1 case was an elderly male.","Female, Male","Of the 7 cases of MPMNs, 6 were female and 1 was male.","Asymptomatic, chest pain with radiating pain to right shoulder, cough with yellow sputum, recurrent cough with shortness of breath and hemoptysis","4 patients had no clinical symptoms, and the pulmonary nodules were found during physical examination; 1 patient had chest pain with radiating pain in the right shoulder; 1 patient had cough with a small amount of yellow sputum; and 1 patient had recurrent cough and shortness of breath with hemoptysis.",Thoracoscopic surgery with frozen section and postoperative paraffin sections with immunohistochemical staining,"The nodules were removed by thoracoscopic surgery for frozen section diagnosis to determine the scope of surgery, and postoperative paraffin sections and immunohistochemical staining were performed for further typing.","Multiple micronodules with ground glass density, size ranging from 0.01 to 0.5cm in diameter","Chest CT examination showed ground-glass attenuation or solid nodules. All MPMNs were multiple in lung with the size from 0,01 to 0,5cm.","Widened alveolar septum with hyperplastic epithelioid cells growing along alveolar septum. Cells were round or ovoid, uniform in size, with abundant cytoplasm, unclear cell boundaries, and light stained nuclei with delicate chromatin without atypia. Lesions showed nest or whorls distribution.","Microscopically, the lesion was still clearly demarcated from the surrounding lung tissue, without a capsule; the alveolar septa were widened, the lesion cells grew along the alveolar septum, the air cavity was open, and some of the lesion cells grew around blood vessels. The lesion cells were round or ovoid and uniform in size. The cell morphology was relatively normal, without atypia. The cytoplasm was abundant, and the cell boundary was unclear. The nucleus was light stained, and delicate chromatin was evenly distributed","EMA, PR, CD56 and vimentin positive; Syn, Chromogranin-A, TTF-1, NapsinA, Pan-CK, and CD68 negative; Ki-67 index <3%","Of the 7 MPMNs, 7 were positive for PR, EMA, CD56 and vimentin, with 100% positivity; and 7 were negative for Syn, Chromogranin-A, TTF-1, NapsinA, Pan-CK, and CD68, with 100% negativity; the Ki-67 index was <3% in all cases",Not reported,,Not reported,,"Invasive adenocarcinoma, bronchial adenoma, nonkeratinizing squamous cell carcinoma, organizing pneumonia, atypical adenomatous nodules","3 patients had no concomitant lesions, 2 patients had invasive adenocarcinoma of the lung (one of them also had a bronchial adenoma), 1 had nonkeratinizing squamous cell carcinoma and organizing pneumonia, and 1 had organizing pneumonia and atypical adenomatous nodules.",Wang et al. - 2022 - Case Report Clinicopathological Analysis of Minute Pulmonary Meningothelial-Like Nodules Report of.pdf,,
1,We report a case of a 60-year-old male asymptomatic patient,60,"A 60-year-old, smoking man was admitted",Male,60-year-old male asymptomatic patient,Asymptomatic,chest X-ray abnormality that was found on a routine medical examination,Videothoracoscopic lung biopsy,The patient underwent right videoassisted thoracoscopic surgery (VATS) with atypical pulmonary resection of the upper lobe,"Diffuse, multiple, 1-5 mm nodular lesions in the parenchyma of both lungs, with slight predominance in upper lobes","Current high-resolution computed tomography (HRCT) of the thorax at the time of admittance displayed diffuse, multiple, 1-5 mm nodular lesions in the parenchyma of both lungs, with a slight predominance in the upper lobes","Small nodules ranging from 1-5mm in perivascular localization, composed of epithelioid cells arranged in solid trabecular pattern with round to ovoid shape",Histopathological examination revealed small nodules ranging from 1 to 5 mm in perivascular localization,"Positive for vimentin, CD56, and progesterone receptor. Negative for synaptophysin, chromogranin A, InsM1, CK7, TTF-1, p40, CK5/6, HMB45, AE1/AE3, S100, and desmin. Low Ki-67 proliferative activity.","Immunohistochemically, the tumour population expressed vimentin, CD56, and progesterone receptor and there was a negative expression of other neuroendocrine markers (synaptophysin, chromogranin A, and InsM1) and also negative for CK7, TTF-1, p40, CK5/6, HMB45, AE1/AE3, S100, and desmin",Observation,"In therapeutical management of DPM, conservative treatment with observation and follow-up chest computed tomography imaging is usually favored",Not reported,,"Carotid artery disease with stroke, arterial hypertension, nephrolithiasis, urolithiasis","His past medical history included previous carotid artery disease with stroke, arterial hypertension, nephrolithiasis, and urolithiasis",Dzian et al. - 2021 - A Rare Case Diagnosed by Videothoracoscopic Lung Biopsy Diffuse Pulmonary Meningotheliomatosis.pdf,,
34,Thirty-four cases with MN were identified through the routine pathological examination of 357 cases of lung cancer (9.5%).,Not reported,,"Male, Female","Twelve cases were male (35%), and 22 cases were female (65%).",Not reported,,Surgical resection with histopathological examination,A total of 327 cases of primary lung cancer were resected at the National Cancer Center Hospital East from January 1996 to December 1997. Lungs were fixed with 10% formalin or 100% methanol and embedded in paraffin. Paraffin blocks were cut into 3-tam sections and stained with hematoxylin and eosin.,Not reported,,"Minute pulmonary meningothelial-like nodules (MN) were found in the alveolar interstitium or subpleural region. The cells were arranged in an organoid pattern with cell nests of various sizes. The size of the MN lesions ranged from less than 0.1 mm to 3 mm in diameter (median, 1.3 mm).","Small foci of the MN were found in the alveolar interstitium or subpleural region. The cells were arranged in an organoid pattern with cell nests of various sizes... The size of the MN lesions ranged from less than 0.1 mm to 3 mm in diameter (median, 1.3 mm).","All MNs were strongly positive for vimentin and EMA. Three of seven cases were positive for progesterone receptor. Six of 13 cases were strongly positive for CD68 by KP-1. Cases were weakly positive for neuron-specific enolase (NSE) but negative for chromogranin A, synaptophysin, S-100 protein, keratin and melanoma-associated antigen (HMB-45).","All MNs were strongly positive for vimentin. All cases were diffusely positive for EMA... Three of seven cases (9 of 18 lesions) were clearly positive for progesterone receptor. Six of 13 cases (15 of 28 lesions) were strongly positive for CD68 by KP-1... Almost all lesions (25 of 29) were weakly positive for neuron-specific enolase (NSE), but were negative for chromogranin A, synaptophysin, and S-100 protein. All lesions were negative for keratin and melanoma-associated antigen (HMB-45).",,,Not reported,,,,Niho et al. - 1999 - Immunohistochemical and clonal analysis of minute pulmonary meningothelial-like nodules.pdf,,
59,Wen等[5]从7589例患者中发现了59例MPMNs患者,60-70,MPMNs好发于60-70岁的患者,Female predominant,一般认为，女性和原发性肺腺癌（或AAH）与MPMNs显著相关,Asymptomatic,MPMNs一般被认为是较为罕见，单发或多发，生长缓慢的肺部良性结节，在手术或尸检标本中的检出率为0.07%-13.8%,Surgical pathology and autopsy,通常在肺部手术标本和尸检病理检查中被发现,"Random distribution of pure ground-glass opacities, sometimes mixed or solid, with clear boundaries, diameter <5mm. Can present as diffuse thin-walled cavities. Located near pleura.",多表现为随机分布的纯毛玻璃样阴影，也可混合或实性，界限清晰，直径<5 mm，也有报道MPMNs可呈现弥漫性薄壁空洞,"Meningothelial-like cells arranged in nests or whorls with minimal stroma. Cells have indistinct borders, medium size, round/oval nuclei without atypia or mitoses. Sometimes nuclear inclusions present. Growth pattern along alveolar septa.",常可见类似脑膜上皮的细胞，呈巢状或旋涡状排列，间质成分少，高倍镜下常细胞边界不清，中等大小，核圆形或卵圆形，无异型性及核分裂象，有时可见核内包涵体,"Positive for EMA, Vimentin, PR, CD56, SSTR2a. Negative for TTF-1, CK, Syn, S-100, AR, HMB-45.","EMA、波形蛋白（Vimentin）、孕激素受体（progesterone receptor, PR）、CD56多呈阳性，而甲状腺转录因子-1（thyriod transcription factor-1, TTF-1）、细胞角蛋白（cytokeratin, CK）、突触素（synapsin, Syn）、中枢神经系统特异性生物蛋白S-100、雄激素受体（androgen receptor, AR）、黑色素瘤相关抗原HMB-45多呈阴性",,,Benign with slow growth,MPMNs一般被认为是较为罕见，单发或多发，生长缓慢的肺部良性结节,"Lung adenocarcinoma, atypical adenomatous hyperplasia (AAH), thromboembolic disease","在9.4%（92/976）的肺腺癌患者和12.0%（25/208）的非典型腺瘤样增生（atypical adenomatous hyperplasia, AAH）患者中发现了MPMNs...除肿瘤外，通过早期尸检研究和外科肺活检，MPMNs与血栓栓塞性疾病的关联也已被注意到",zgfazz-26-8-621.pdf,,
1,,Not reported,,Not reported,,Not reported,,Histological examination with immunostaining,"Histologically, all hamartomatous polyps had smooth muscle overgrowth, confirmed by SMA immunostain [...] confirmed by S100 immunostain",Not reported,,"Hamartomatous polyps with smooth muscle overgrowth, presence of ganglion cells within lamina propria, mucosal ganglion cells, disarray of crypt architecture, and fibromuscular proliferation","Histologically, all hamartomatous polyps had smooth muscle overgrowth [...] recognizing ganglion cells within the lamina propria [...] identifying mucosal ganglion cells, disarray of crypt architecture, and fibromuscular proliferation",SMA and S100 immunostains performed,confirmed by SMA immunostain [...] confirmed by S100 immunostain,,,Not reported,,,,Forsythe et al. - 2022 - Diffuse Pulmonary Meningotheliomatosis A Case Report.pdf,,This appears to be a pathology-focused study describing histological features of hamartomatous polyps. The text mentions pediatric populations but does not provide specific patient demographics. PTEN genetic testing is mentioned as a recommendation.
1,We report the case of a 72-year-old woman,72,72-year-old woman,Female,72-year-old woman,Asymptomatic,who was incidentally found to have bilateral pulmonary micronodules,Conventional transbronchial biopsy,A conventional transbronchial biopsy confirmed DPM,Bilateral pulmonary micronodules,Chest CT typically shows diffuse and bilateral micronodules,Meningothelial-like nodules,histology confirms meningothelial-like nodules,"Positive for epithelial membrane antigen (EMA), CD56, and progesterone receptor","meningothelial-like nodules expressing epithelial membrane antigen (EMA), CD56, and progesterone receptor",Observation,No specific treatment is required,Stable,The patient remains stable without treatment,Breast cancer,undergoing breast cancer staging,Monteiro De Castro et al. - 2025 - Diffuse Pulmonary Meningotheliomatosis An Exceedingly Rare Disease for a Not-So-Rare Pattern.pdf,,
1,A 75-year-old female was referred to King Khaled University Hospital,75,A 75-year-old female was referred to King Khaled University Hospital,Female,A 75-year-old female was referred to King Khaled University Hospital,Coughing and shortness of breath,"One month after her surgery, she started complaining of coughing and shortness of breath.","Chest X-ray, CT, MRI, immunohistochemistry, and ultra-structural examination","Clear cell sugar tumor and minute meningothelial-like nodules had been found incidentally and simultaneously during her chest x-ray. The diagnosis had been made based on morphology and was supported by a positive staining to a panel of immunohistochemical stains including CD34, vimentin, HMB45, melan A and S100. An ultra-structural examination was also performed",Neoplastic mass involving the rectum with enlarged regional lymph nodes,The films showed a neoplastic mass involving the rectum with enlarged regional lymph nodes.,Clear cell sugar tumor and Minute Pulmonary Meningothelial-like Nodules,Clear cell sugar tumor and minute meningothelial-like nodules had been found incidentally and simultaneously during her chest x-ray.,"Positive for CD34, vimentin, HMB45, melan A and S100","The diagnosis had been made based on morphology and was supported by a positive staining to a panel of immunohistochemical stains including CD34, vimentin, HMB45, melan A and S100.","Total proctocolectomy with end ileostomy, total abdominal hysterectomy (TAH) and bilateral salpingo-oophorectomy (BSO)",A total proctocolectomy with end ileostomy procedure was performed followed by a total abdominal hysterectomy (TAH) and bilateral salpingo-oophorectomy (BSO).,Not reported,,Invasive rectal adenocarcinoma,Our patient is a 75-year old female with a history of invasive rectal adenocarcinoma.,Mimicry of sugar tumor and minute pulmonary meningothelial-like nodule to metastatic lung deposits in a patient with rectal adenocarcinoma. - EBSCO.pdf,,
1,,Not reported,,Not reported,,Asymptomatic,They are mainly asymptomatic lesions that are usually discovered during the pathologic evaluation of resected pulmonary specimens or following post-mortem examination.,Chest CT and histopathological examination with immunohistochemistry,"""Chest CT revealed numerous bilateral pulmonary nodules"" and ""H&E-stained sections show nodular foci"" and ""Immunohistochemical evaluation of the lesional cells""","Bilateral multiple pulmonary nodules throughout the lungs, measuring up to 5 mm in the right lower lobe and up to 4 mm in the left upper lobe","Chest CT revealed numerous bilateral pulmonary nodules throughout the lungs, most of which were small in size, measuring up to 5 mm in the right lower lobe and up to 4 mm in the left upper lobe",Nodular foci of interstitial epithelioid to spindled cells with eosinophilic cytoplasm and oval nuclei with fine chromatin arranged in a vaguely whorled architecture,H&E-stained sections show nodular foci of interstitial epithelioid to spindled cells with eosinophilic cytoplasm and oval nuclei with fine chromatin arranged in a vaguely whorled architecture,"Positive for EMA (membranous expression), progesterone receptor (nuclear expression), and pan-TRK clone mAb EPR17341 (membranous expression). INSM1 was negative.","Immunohistochemical evaluation of the lesional cells showed positive expression for EMA (membranous expression), progesterone receptor (nuclear expression), and pan-TRK clone mAb EPR17341 (membranous expression). [...] Insulinoma-associated protein 1 (INSM1) was negative for expression",,,Not reported,,,,Karakas et al. - 2023 - Diffuse pulmonary meningotheliomatosis with pan-TRK expression by immunohistochemistry a novel find.pdf,,
1,A 57-year-old female presented with chest discomfort and exertional dyspnea,57,A 57-year-old female patient without underlying disease,Female,A 57-year-old female patient,"Chest discomfort, mild dyspnea on exertion",presented to the clinic complaining of chest discomfort that had begun several months prior. The patient reported mild dyspnea on exertion corresponding to mMRC grade 1,Video-assisted thoracoscopic surgery (VATS) wedge resection with immunohistochemical staining,A video-assisted thoracoscopic surgery(VATS) wedge resection of the right upper lobe (RUL) and right lower lobe (RLL) was performed for histological examination,"Multifocal centrilobular nodules with ground-glass opacity in both lungs, nodule sizes 1-7mm, predominantly in dependent portion and peripheral areas","ill-defined multifocal centrilobular nodules with ground-glass opacity (GGO) were observed in both lungs. The distribution was irregular, but predominantly located in the dependent portion and peripheral areas, with nodule sizes ranging from 1 to 7mm",Interstitial meningothelial-like nodules,"In the pathology examination, the presence of interstitial meningothelial-like nodules was noted","Positive for epithelial membrane antigen (EMA) and progesterone receptor (PR), membranous staining for Pan-TRK; Negative for CK (cytokeratin), CD1a, and HMB45","immunohistochemical staining showed positivity for epithelial membrane antigen (EMA) and progesterone receptor (PR), as well as membranous staining for Pan-TRK, while CK (cytokeratin), CD1a, and HMB45 showed negativity",Observation,"The patient has been undergoing outpatient follow-up for six months without any clinical symptom changes or disease progression, without any specific treatments administered",Stable condition at 6 months follow-up,Follow-up observation via chest CT three months later revealed no evidence of disease progression. The patient has been undergoing outpatient follow-up for six months without any clinical symptom changes or disease progression,Dyslipidemia,"without underlying disease, except for dyslipidemia",Oh et al. - 2024 - Diffuse pulmonary meningotheliomatosis A case report.pdf,,
121,"In this study, 121 patients with MPMNs were identified of 1724 patients undergoing lung resections (7.0%).",62.3,"The mean age with and without MPMNs was 62.3 years (range, 25-81 years) and 62.0 years (range, 9-89 years)","Female, Male","Female, Patients with MPMN = 75. Female, Patients without MPMN = 624... Male, Patients with MPMN = 46. Male, Patients without MPMN = 979.",Not reported,,Surgical resection with histological examination,"Resected lung specimens were carefully fixed in the inflated state by transbronchial infusion of 10% formalin and were macroscopically examined extensively by slicing at 5-mm to 10-mm intervals. For a standard lobectomy specimen, 10 to 15 blocks were cut and all examined histologically.",Not reported,,Minute Pulmonary Meningothelial-like Nodules,We investigated the relationship between MPMN and the clinicopathologic factors of the patients,,,Surgical resection,"During the 4 1/2 year period from January 2001 to June 2005, 2057 pulmonary resections were performed at the National Cancer Center Hospital",Not reported,,Lung adenocarcinoma,"In univariate analysis, the factors of female sex and primary lung adenocarcinoma were significantly associated with MPMN.",Mizutani et al. - 2009 - Minute pulmonary meningothelial-like nodules clinicopathologic analysis of 121 patients.pdf,,
1,A 51-year-old female... presented to the clinic,51,A 51-year-old female,Female,A 51-year-old female,Dyspnea and cough,presented to the clinic for worsening dyspnea since December 2019. Her dyspnea originally started with cold symptoms including a cough,Right thoracotomy with multiple lung biopsies,"she underwent a right thoracotomy with multiple lung biopsies. Pathology was significant for nested cells with immunostaining positive for epithelial membrane antigen (EMA), CD56, and progesterone receptor.",Diffuse subcentimetric nodularities in random distribution,"A CT of the chest was obtained, which showed diffuse subcentimetric nodularities in random distribution.",Nested cells with meningothelial-like morphology,"Pathology was significant for nested cells with immunostaining positive for epithelial membrane antigen (EMA), CD56, and progesterone receptor. The morphology and immunophenotype supported the diagnosis of diffuse pulmonary meningotheliomatosis.","Positive for epithelial membrane antigen (EMA), CD56, and progesterone receptor","Pathology was significant for nested cells with immunostaining positive for epithelial membrane antigen (EMA), CD56, and progesterone receptor.",Not reported,,Not reported,,"Transient ischemic attack, hypertension, childhood asthma, former smoker","former smoker, with a past medical history of transient ischemic attack, hypertension, and childhood asthma on albuterol",Saa and Assaf - 2022 - A Rare Case of Pulmonary Nodules Diffuse Pulmonary Meningotheliomatosis.pdf,,
